Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
elegant-winter-coat-for-men-charles,"Elegant winter coat for men | Charles","<p><strong>Stay warm and stylish this winter</strong></p><p>Our elegant winter coat combines timeless design with modern functionality. Perfect for the modern gentleman who values both style and comfort.</p><p><strong>Key Features:</strong></p><ul><li>Premium quality materials for maximum warmth</li><li>Water-resistant outer layer</li><li>Elegant tailored fit</li><li>Deep pockets for convenience</li><li>Versatile design for any occasion</li></ul><p>This coat is designed to keep you warm during cold European winters while maintaining a sophisticated appearance. Whether you're heading to the office or out for a casual weekend, this coat is your perfect companion.</p>",Premium Fashion,Jackets,"Jackets,Winter,Men's Fashion,Outerwear",TRUE,Color,Blue,Size,S,,,WC-BLU-S,1200,,,0,deny,manual,89.99,129.99,TRUE,TRUE,,https://example.com/images/coat-blue.jpg,1,Elegant winter coat for men in blue color,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Blue,Size,M,,,WC-BLU-M,1200,,,0,deny,manual,89.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Blue,Size,L,,,WC-BLU-L,1200,,,0,deny,manual,89.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Blue,Size,XL,,,WC-BLU-XL,1200,,,0,deny,manual,89.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Blue,Size,2XL,,,WC-BLU-2XL,1200,,,0,deny,manual,94.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Blue,Size,3XL,,,WC-BLU-3XL,1200,,,0,deny,manual,94.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Black,Size,S,,,WC-BLK-S,1200,,,0,deny,manual,89.99,129.99,TRUE,TRUE,,https://example.com/images/coat-black.jpg,2,Elegant winter coat for men in black color,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Black,Size,M,,,WC-BLK-M,1200,,,0,deny,manual,89.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Black,Size,L,,,WC-BLK-L,1200,,,0,deny,manual,89.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Black,Size,XL,,,WC-BLK-XL,1200,,,0,deny,manual,89.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Black,Size,2XL,,,WC-BLK-2XL,1200,,,0,deny,manual,94.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Black,Size,3XL,,,WC-BLK-3XL,1200,,,0,deny,manual,94.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Green,Size,S,,,WC-GRN-S,1200,,,0,deny,manual,89.99,129.99,TRUE,TRUE,,https://example.com/images/coat-green.jpg,3,Elegant winter coat for men in green color,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Green,Size,M,,,WC-GRN-M,1200,,,0,deny,manual,89.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Green,Size,L,,,WC-GRN-L,1200,,,0,deny,manual,89.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Green,Size,XL,,,WC-GRN-XL,1200,,,0,deny,manual,89.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Green,Size,2XL,,,WC-GRN-2XL,1200,,,0,deny,manual,94.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
elegant-winter-coat-for-men-charles,,,,,,,Color,Green,Size,3XL,,,WC-GRN-3XL,1200,,,0,deny,manual,94.99,129.99,TRUE,TRUE,,,,,FALSE,,,active
